Id,Label,Name,DisplayLevel,Shields,StartingWeaknesses,HP,PAtk,MAtk,EquipAtk,PDef,MDef,Speed,Crit,CritDef,Exp,Money
30512,Enemy_ClbBD_Rank03_Zako4,Airy,55,10,"Spear, Tome, Fire, Lightning",16870,800,800,113,81,74,200,218,331,4320,1280
30513,Enemy_ClbBD_Rank03_Zako5,Savage Huge Chomper,55,15,"Sword, Spear, Axe, Bow, Fan",18000,600,600,113,82,75,210,218,331,15000,13000
30514,Enemy_ClbBD_Rank01_Rare1,Chomper,20,11,"Dagger, Bow, Tome, Ice, Wind, Dark",25,106,189,999,9999,9999,9999,82,171,4000,2000
30527,Enemy_ClbBD_Rank01_Zako5R,Gobbler,30,12,"Sword, Spear, Axe, Staff, Tome",30,174,248,999,9999,9999,9999,84,161,8000,4000
30528,Enemy_ClbBD_Rank02_Zako5R,Guzzler,40,14,"Dagger, Staff, Tome, Fire, Wind, Light",40,222,317,999,9999,9999,9999,90,171,30000,10000
30529,Enemy_ClbBD_Rank03_Zako5R,Huge Chomper,55,15,"Sword, Spear, Axe, Bow, Fan",45,405,579,999,9999,9999,9999,120,171,60000,15000
30530,Enemy_ClbBD_Rank03_Zako2R,Rusalka,35,7,"Staff, Tome, Fan, Lightning, Light",3080,525,480,63,25,21,176,194,196,0,0
30531,Enemy_ClbBD_Rank02_Rare,Gobbler,30,9,"Sword, Spear, Axe, Staff, Tome",15,174,248,999,9999,9999,9999,84,161,8000,4000
30532,Enemy_ClbBD_Rank03_Rare,Guzzler,40,11,"Dagger, Staff, Tome, Fire, Wind, Light",20,222,317,999,9999,9999,9999,90,171,30000,10000
30563,Enemy_ClbBD_Rank01_OPT,Chomper,25,11,"Dagger, Bow, Tome, Ice, Wind, Dark",25,132,189,999,9999,9999,9999,82,161,0,0
30564,Enemy_ClbBD_Rank02_OPT,Gobbler,30,9,"Sword, Spear, Axe, Staff, Tome",15,174,248,999,9999,9999,9999,84,161,0,0
30565,Enemy_ClbBD_Rank03_OPT,Guzzler,40,11,"Dagger, Staff, Tome, Fire, Wind, Light",20,222,317,999,9999,9999,9999,90,171,0,0
30566,Enemy_ClbBD_Rank03_Zako5K,Savage King Chomper,55,15,"Sword, Dagger, Fire, Lightning",18000,600,600,113,82,75,210,218,331,20000,13000
30555,Enemy_HD_CatM_Rank01_Zako,Cait'エネミーテスト（イギリス）エネミーテスト（簡体字）エネミーテスト（繁体字）!エネミーテスト（韓国）'エネミーテスト（フランス）エネミーテスト（ドイツ）'エネミーテスト（スペイン）エネミーテスト（ラテン）'エネミーテスト（イタリア）'エネミーテスト（オランダ）m_iddm_gametextCultured Cait,15,10,"Sword, Spear, Axe, Bow, Tome",14,93,93,999,9999,9999,9999,78,161,1000,1500
30556,Enemy_HD_CatM_Rank02_Zako,NO DATA,30,12,"Spear, Dagger, Bow, Staff, Fan",20,126,126,999,9999,9999,9999,84,161,10000,5000
30557,Enemy_VHD_CatM_Rank01_Zako1,NO DATA,30,12,"Spear, Dagger, Bow, Staff, Fan",20,126,126,999,9999,9999,9999,84,161,10000,5000
30558,Enemy_VHD_CatM_Rank01_Zako2,Coy Cait,20,11,"Sword, Spear, Axe, Bow, Tome",17,103,103,999,9999,9999,9999,82,171,5000,3500
30559,Enemy_VHD_CatM_Rank01_Zako3,Coy Cultured Cait,35,13,"Spear, Dagger, Bow, Staff, Fan",24,136,136,999,9999,9999,9999,90,171,50000,15000
30540,Enemy_HD_CatM_Rank01_Boss,NO DATA,30,12,"Spear, Dagger, Bow, Staff, Fan",20,126,126,999,9999,9999,9999,84,161,10000,5000
30541,Enemy_HD_CatM_Rank02_Boss,Coy Cultured Cait,35,13,"Spear, Dagger, Bow, Staff, Fan",24,136,136,999,9999,9999,9999,90,171,50000,15000
30542,Enemy_VHD_CatM_Rank01_Boss,Chubby Cait,50,14,"Sword, Dagger, Axe, Bow, Staff",27,163,163,999,9999,9999,9999,115,161,100000,25000
30756,Enemy_VHD_CatM_Rank01_Boss2,Coy Chubby Cait,55,15,"Sword, Dagger, Axe, Bow, Staff",30,173,173,999,9999,9999,9999,120,171,300000,50000
20008,D_Enemy_Forest_1001_L013_01,Merchant,3,2,"Sword, Bow, Tome, Fan, Ice",413,151,151,14,16,13,74,77,118,2,38
20009,D_Enemy_Forest_1001_L013_02,Merchant,3,2,"Sword, Dagger, Bow, Staff, Light",413,151,151,14,16,13,74,77,118,2,38
20010,D_Enemy_Forest_1001_L013_03,Merchant,3,2,"Sword, Axe, Bow, Tome, Dark",413,151,151,14,16,13,74,77,118,2,38
20011,D_Enemy_Forest_1001_L015_01,Townsperson,9,2,"Spear, Axe, Tome, Lightning, Light",828,174,174,18,19,16,92,85,134,5,45
20012,D_Enemy_Forest_1001_L015_02,Blackrobe,9,2,"Spear, Axe, Tome, Lightning, Light",838,168,168,18,23,19,87,89,134,5,45
20013,D_Enemy_Forest_1001_L015_03,Blackrobe,9,2,"Spear, Staff, Tome, Lightning, Light",826,174,174,18,16,12,95,92,134,5,45
20015,D_Enemy_Forest_1001_L016_01,Blackrobe,5,2,"Spear, Tome, Fan, Wind",623,155,155,14,18,15,78,80,122,2,25
20016,D_Enemy_Forest_1001_L016_02,Blackrobe,5,2,"Spear, Axe, Tome, Light",623,155,155,14,18,15,78,80,122,2,25
20017,D_Enemy_Forest_1001_L016_03,Blackrobe,5,2,"Spear, Axe, Tome, Lightning, Light",623,155,155,14,18,15,78,80,122,2,25
20018,D_Enemy_Forest_1001_L023_01,Ruffian,7,2,"Sword, Axe, Staff, Light",816,173,173,16,16,12,88,76,128,4,35
20019,D_Enemy_Forest_1001_L023_02,Ruffian,7,2,"Spear, Tome, Fire, Light",816,173,173,16,16,12,88,76,128,4,35
20020,D_Enemy_Forest_1001_L023_03,Ruffian,7,2,"Dagger, Axe, Fire, Light",816,173,173,16,16,12,88,76,128,4,35
20021,D_Enemy_Forest_1001_L024_01,Tavernkeep,15,3,"Axe, Bow, Wind, Dark",1257,200,200,29,23,18,113,109,157,15,75
20022,D_Enemy_Forest_1001_L024_02,Drunkard,15,3,"Bow, Lightning, Wind, Dark",1248,207,207,29,25,21,110,96,157,15,75
20023,D_Enemy_Forest_1001_L024_03,Drunkard,15,3,"Bow, Fire, Wind, Light",1275,193,193,29,31,27,103,106,157,15,75
20327,D_Enemy_Forest_1001_L024_01_02,Tavernkeep,47,7,"Axe, Bow, Wind, Dark",8074,582,582,83,63,57,200,177,298,275,235
20328,D_Enemy_Forest_1001_L024_02_02,Drunkard,47,7,"Bow, Lightning, Wind, Dark",8074,582,582,83,63,57,200,177,298,275,235
20329,D_Enemy_Forest_1001_L024_03_02,Drunkard,47,7,"Bow, Fire, Wind, Light",8052,571,571,83,59,52,204,207,298,275,235
20024,D_Enemy_Forest_1001_L027_01,Pauper,16,3,"Spear, Tome, Ice, Light",1460,214,214,32,27,22,114,99,162,15,80
20025,D_Enemy_Forest_1001_L027_02,Pauper,16,3,"Spear, Axe, Tome, Light",1491,199,199,32,32,28,107,110,162,15,80
20026,D_Enemy_Forest_1001_L027_03,Pauper,16,3,"Bow, Staff, Ice, Light",1460,214,214,32,27,22,114,99,162,15,80
20027,D_Enemy_Forest_1001_L031_01,Veteran Hunter,25,4,"Spear, Tome, Fan, Lightning, Dark",6846,309,309,49,44,39,130,132,214,40,125
20028,D_Enemy_Forest_1001_L031_02,Hunter's Apprentice,25,4,"Spear, Tome, Fan, Lightning, Dark",6790,327,327,49,37,32,139,116,214,40,125
20110,D_Enemy_Forest_1001_L031_01_02,Veteran Hunter,50,7,"Spear, Tome, Fan, Lightning, Dark",9425,589,589,92,77,70,199,209,314,300,250
20111,D_Enemy_Forest_1001_L031_02_02,Hunter's Apprentice,50,7,"Spear, Tome, Fan, Lightning, Dark",9225,601,601,92,62,55,216,218,314,300,250
20030,D_Enemy_Forest_1001_L033_01,Elderly Woman,7,2,"Sword, Dagger, Axe, Fire",824,167,167,16,17,14,87,81,128,4,35
20031,D_Enemy_Forest_1001_L033_02,Elderly Woman,7,2,"Dagger, Axe, Bow, Lightning",824,167,167,16,17,14,87,81,128,4,35
20032,D_Enemy_Forest_1001_L033_03,Old Man,7,2,"Dagger, Axe, Bow, Wind",824,167,167,16,17,14,87,81,128,4,35
20205,D_Enemy_Forest_FsT11_P010,Great Architect,85,14,"Staff, Dark",134940,1286,1286,166,114,106,242,244,367,1375,425
20323,D_Enemy_Forest_UniqueP_Rosso,Rosso,30,4,"Spear, Staff, Fan, Wind, Light",8775,362,362,57,43,38,152,128,233,100,150
20095,D_Enemy_Snow_1001_L001_01,Bartender,1,2,"Bow, Fan, Lightning, Dark",402,153,153,10,9,6,74,63,110,2,13
20096,D_Enemy_Snow_1001_L001_02,Drunkard,1,2,"Sword, Staff, Fan, Lightning, Dark",402,153,153,10,9,6,74,63,110,2,13
20097,D_Enemy_Snow_1001_L001_03,Drunkard,1,2,"Axe, Staff, Lightning, Dark",402,153,153,10,9,6,74,63,110,2,13
20099,D_Enemy_Snow_1001_L002_01,Smithy Owner,1,2,"Bow, Staff, Tome, Lightning",406,148,148,10,10,7,73,68,110,2,13
20100,D_Enemy_Snow_1001_L002_02,Smithy's Apprentice,1,2,"Bow, Staff, Fan, Ice",402,153,153,10,9,6,74,63,110,2,13
20101,D_Enemy_Snow_1001_L002_03,Smithy's Apprentice,1,2,"Bow, Staff, Fan, Lightning",402,153,153,10,9,6,74,63,110,2,13
20103,D_Enemy_Snow_1001_L010_01,Scarlet Wing,18,3,"Spear, Fire, Lightning, Light",1481,216,216,36,31,26,118,111,170,15,90
20104,D_Enemy_Snow_1001_L010_02,Scarlet Wing,18,3,"Spear, Tome, Fire, Wind",1467,223,223,36,29,25,120,105,170,15,90
20105,D_Enemy_Snow_1001_L010_03,Scarlet Wing,18,3,"Spear, Fan, Fire, Wind",1467,223,223,36,29,25,120,105,170,15,90
20051,D_Enemy_Snow_1001_L013_01,Townsperson,37,5,"Dagger, Bow, Fan, Fire, Dark",14805,390,390,67,54,48,168,152,259,150,185
20052,D_Enemy_Snow_1001_L013_02,Townsperson,37,5,"Dagger, Axe, Bow, Fire, Dark",14805,390,390,67,54,48,168,152,259,150,185
20053,D_Enemy_Snow_1001_L013_03,Townsperson,37,5,"Staff, Tome, Fan, Fire, Dark",14730,390,390,67,48,42,174,170,259,150,185
20055,D_Enemy_Snow_1001_L016_01,Townsperson,15,3,"Spear, Axe, Tome, Lightning, Light",1260,200,200,29,27,23,109,102,157,15,75
20056,D_Enemy_Snow_1001_L016_02,Scarlet Wing,15,3,"Spear, Axe, Tome, Lightning, Light",1275,193,193,29,31,27,103,106,157,15,75
20057,D_Enemy_Snow_1001_L016_03,Scarlet Wing,15,3,"Dagger, Staff, Tome, Lightning, Light",1275,193,193,29,31,27,103,106,157,15,75
20228,D_Enemy_Snow_1001_L016_01_2,Townsperson,35,5,"Spear, Axe, Tome, Lightning, Light",12844,368,368,63,57,51,155,157,250,150,175
20229,D_Enemy_Snow_1001_L016_02_2,Scarlet Wing,35,5,"Spear, Axe, Tome, Lightning, Light",12805,377,377,63,51,45,163,147,250,150,175
20230,D_Enemy_Snow_1001_L016_03_2,Scarlet Wing,35,5,"Dagger, Staff, Tome, Lightning, Light",12740,377,377,63,45,39,168,164,250,150,175
20059,D_Enemy_Snow_1001_L017_01,Scarlet Wing,18,3,"Spear, Fire, Wind, Dark",1477,216,216,36,26,22,123,118,170,15,90
20060,D_Enemy_Snow_1001_L017_02,Scarlet Wing,18,3,"Spear, Bow, Fire, Light",1481,216,216,36,31,26,118,111,170,15,90
20061,D_Enemy_Snow_1001_L017_03,Scarlet Wing,18,3,"Spear, Tome, Fire, Light",1477,216,216,36,26,22,123,118,170,15,90
20063,D_Enemy_Snow_1001_L021_01,Old Man,1,2,"Sword, Spear, Dagger, Staff, Fire",406,148,148,10,10,7,73,68,110,2,13
20064,D_Enemy_Snow_1001_L021_02,Elderly Woman,1,2,"Sword, Spear, Axe, Tome, Lightning",406,148,148,10,10,7,73,68,110,2,13
20065,D_Enemy_Snow_1001_L021_03,Old Man,1,2,"Sword, Spear, Staff, Fan, Wind",406,148,148,10,10,7,73,68,110,2,13
20330,D_Enemy_Snow_1001_L021_01_02,Old Man,45,7,"Sword, Spear, Dagger, Staff, Fire",8550,555,555,79,63,57,192,181,289,250,225
20331,D_Enemy_Snow_1001_L021_02_02,Elderly Woman,45,7,"Sword, Spear, Axe, Tome, Lightning",8550,555,555,79,63,57,192,181,289,250,225
20332,D_Enemy_Snow_1001_L021_03_02,Old Man,45,7,"Sword, Spear, Staff, Fan, Wind",8550,555,555,79,63,57,192,181,289,250,225
20067,D_Enemy_Snow_1001_L023_01,Elderly Woman,25,4,"Sword, Spear, Axe, Ice, Wind",2982,258,258,49,37,32,140,123,197,40,125
20068,D_Enemy_Snow_1001_L023_02,Old Man,25,4,"Sword, Dagger, Bow, Ice, Wind",2982,258,258,49,37,32,140,123,197,40,125
20069,D_Enemy_Snow_1001_L023_03,Elderly Woman,25,4,"Sword, Dagger, Bow, Ice, Wind",3010,249,249,49,39,34,139,130,197,40,125
20071,D_Enemy_Snow_1001_L025_01,Elderly Woman,1,2,"Sword, Spear, Axe, Bow, Dark",406,148,148,10,10,7,73,68,110,2,13
20072,D_Enemy_Snow_1001_L025_02,Old Man,1,2,"Spear, Dagger, Staff, Tome, Dark",406,148,148,10,10,7,73,68,110,2,13
20073,D_Enemy_Snow_1001_L025_03,Elderly Woman,1,2,"Sword, Spear, Axe, Staff, Dark",406,148,148,10,10,7,73,68,110,2,13
20333,D_Enemy_Snow_1001_L025_01_02,Elderly Woman,35,5,"Sword, Spear, Axe, Bow, Dark",5430,377,377,63,51,45,163,147,250,150,175
20334,D_Enemy_Snow_1001_L025_02_02,Old Man,35,5,"Spear, Dagger, Staff, Tome, Dark",5430,377,377,63,51,45,163,147,250,150,175
20335,D_Enemy_Snow_1001_L025_03_02,Elderly Woman,35,5,"Sword, Spear, Axe, Staff, Dark",5430,377,377,63,51,45,163,147,250,150,175
20075,D_Enemy_Snow_1001_L027_01,Townsperson,15,3,"Dagger, Bow, Fan, Fire, Dark",1260,200,200,29,27,23,109,102,157,15,75
20076,D_Enemy_Snow_1001_L027_02,Townsperson,15,3,"Dagger, Bow, Tome, Fire, Dark",1260,200,200,29,27,23,109,102,157,15,75
20077,D_Enemy_Snow_1001_L027_03,Townsperson,15,3,"Dagger, Staff, Fan, Fire, Dark",1260,200,200,29,27,23,109,102,157,15,75
20079,D_Enemy_Snow_1001_L029_01,Madam,4,2,"Sword, Spear, Dagger, Fan, Ice",614,159,159,14,14,10,81,75,120,2,20
20080,D_Enemy_Snow_1001_L029_02,Madam,4,2,"Sword, Spear, Staff, Tome, Fire",614,159,159,14,14,10,81,75,120,2,20
20081,D_Enemy_Snow_1001_L029_03,Madam,4,2,"Sword, Spear, Bow, Tome, Fire",614,159,159,14,14,10,81,75,120,2,20
20336,D_Enemy_Snow_1001_L029_01_02,Madam,37,5,"Sword, Spear, Dagger, Fan, Ice",4680,390,390,67,54,48,168,152,259,150,185
20337,D_Enemy_Snow_1001_L029_02_02,Madam,37,5,"Sword, Spear, Staff, Tome, Fire",4680,390,390,67,54,48,168,152,259,150,185
20338,D_Enemy_Snow_1001_L029_03_02,Madam,37,5,"Sword, Spear, Bow, Tome, Fire",4680,390,390,67,54,48,168,152,259,150,185
20319,D_Enemy_Snow_UniqueP_Dmitry_01,Dmitri the Hunter,23,4,"Spear, Tome, Fire, Lightning",2600,239,239,44,32,27,137,132,188,40,115
20359,D_Enemy_Snow_UniqueP_Dmitry_02,Hunting Companion,23,4,"Sword, Dagger, Fan, Fire, Dark",2300,239,239,44,32,27,137,132,188,40,115
20206,D_Enemy_Snow_SnT11_P015,Longbow Master,85,14,"Fan, Light",134550,1299,1299,166,106,98,252,232,367,1375,425
20114,D_Enemy_Plain_1001_L002_01,Smithy Owner,1,2,"Staff, Tome, Ice, Wind",402,153,153,10,9,6,74,63,110,2,13
20115,D_Enemy_Plain_1001_L002_02,Smithy's Apprentice,1,2,"Dagger, Bow, Ice, Wind",411,142,142,10,13,10,69,71,110,2,13
20116,D_Enemy_Plain_1001_L002_03,Smithy's Apprentice,1,2,"Tome, Fan, Wind, Dark",411,142,142,10,13,10,69,71,110,2,13
20117,D_Enemy_Plain_1001_L017_01,Merchant,9,2,"Dagger, Bow, Fan, Dark",838,168,168,18,23,19,87,89,134,5,45
20118,D_Enemy_Plain_1001_L017_02,Merchant,9,2,"Sword, Dagger, Fan, Fire",826,174,174,18,16,12,95,92,134,5,45
20119,D_Enemy_Plain_1001_L017_03,Merchant,9,2,"Sword, Spear, Bow, Fire",838,168,168,18,23,19,87,89,134,5,45
20120,D_Enemy_Plain_1001_L019_01,Tavern Maid,2,2,"Spear, Dagger, Axe, Bow, Lightning",406,155,155,14,8,5,81,77,116,2,25
20121,D_Enemy_Plain_1001_L019_02,Tavern Patron,2,2,"Spear, Dagger, Bow, Staff, Wind",407,155,155,14,12,8,77,72,116,2,25
20122,D_Enemy_Plain_1001_L019_03,Tavern Patron,2,2,"Spear, Dagger, Bow, Staff, Wind",407,155,155,14,12,8,77,72,116,2,25
20126,D_Enemy_Plain_1001_L022_01,Scholar,28,4,"Dagger, Bow, Fan, Fire, Dark",3861,280,280,54,41,36,149,131,208,75,140
20127,D_Enemy_Plain_1001_L026_01,Aristocrat,2,2,"Sword, Bow, Staff, Tome, Light",403,160,160,14,10,7,78,67,116,2,25
20128,D_Enemy_Plain_1001_L026_02,Guard,2,2,"Spear, Axe, Tome, Lightning, Light",403,160,160,14,10,7,78,67,116,2,25
20129,D_Enemy_Plain_1001_L026_03,Guard,2,2,"Spear, Axe, Tome, Lightning, Light",403,160,160,14,10,7,78,67,116,2,25
20339,D_Enemy_Plain_1001_L026_01_02,Aristocrat,51,8,"Sword, Bow, Staff, Tome, Light",9375,627,627,102,72,64,217,204,327,300,255
20340,D_Enemy_Plain_1001_L026_02_02,Guard,51,8,"Spear, Axe, Tome, Lightning, Light",9275,640,640,102,69,62,219,194,327,300,255
20341,D_Enemy_Plain_1001_L026_03_02,Guard,51,8,"Spear, Axe, Tome, Lightning, Light",9450,615,615,102,79,72,207,217,327,300,255
20207,D_Enemy_Plain_PlT11_P008,Master of Books,85,14,"Dagger, Wind",133900,1312,1312,166,103,96,255,221,367,1375,425
20146,D_Enemy_Sea_SeT1_P002_01,Elderly Woman,27,4,"Sword, Dagger, Fan, Ice, Lightning",2422,340,340,54,36,31,149,145,224,75,135
20147,D_Enemy_Sea_SeT1_P002_02,Elderly Woman,27,4,"Spear, Staff, Tome, Lightning, Wind",2457,340,340,54,42,36,143,129,224,75,135
20148,D_Enemy_Sea_SeT1_P002_03,Elderly Woman,27,4,"Dagger, Axe, Tome, Lightning, Wind",2422,340,340,54,36,31,149,145,224,75,135
20149,D_Enemy_Sea_SeT1_P004,Energetic Old Woman,85,14,"Bow, Fire",133900,1299,1299,166,98,91,260,255,367,1375,425
20150,D_Enemy_Sea_SeT1_P005_01,Tony's Mother,25,4,"Sword, Dagger, Axe, Fire, Light",2982,258,258,49,37,32,140,123,197,40,125
20151,D_Enemy_Sea_SeT1_P005_02,Tony,25,4,"Sword, Bow, Tome, Wind, Dark",3045,241,241,49,44,39,132,135,197,40,125
20342,D_Enemy_Sea_SeT1_P005_01_02,Tony's Mother,51,8,"Sword, Dagger, Axe, Fire, Light",9250,627,627,102,64,57,224,227,327,300,255
20343,D_Enemy_Sea_SeT1_P005_02_02,Tony,51,8,"Sword, Bow, Tome, Wind, Dark",9375,627,627,102,72,64,217,204,327,300,255
20161,D_Enemy_Desert_DsT1_P002,Old Man,55,8,"Sword, Bow, Wind, Dark",11594,666,666,113,69,61,239,241,347,500,275
20162,D_Enemy_Desert_DsT1_P005_01,Soldier,40,5,"Spear, Dagger, Fan, Fire, Light",6103,520,520,71,51,45,184,186,270,200,200
20163,D_Enemy_Desert_DsT1_P005_02,Soldier,40,5,"Bow, Staff, Tome, Fire, Light",6120,530,530,71,55,49,180,159,270,200,200
20164,D_Enemy_Desert_DsT1_P005_03,Soldier,40,5,"Staff, Tome, Fan, Fire, Light",6120,530,530,71,55,49,180,159,270,200,200
20344,D_Enemy_Desert_DsT1_P005_01_02,Soldier,60,8,"Spear, Dagger, Fan, Fire, Light",13056,710,710,125,83,75,247,233,371,750,300
20345,D_Enemy_Desert_DsT1_P005_02_02,Soldier,60,8,"Bow, Staff, Tome, Fire, Light",12886,710,710,125,75,66,255,258,371,750,300
20346,D_Enemy_Desert_DsT1_P005_03_02,Soldier,60,8,"Staff, Tome, Fan, Fire, Light",12920,724,724,125,80,72,250,221,371,750,300
20165,D_Enemy_Desert_DsT1_P006,Tavern Maid,45,7,"Dagger, Bow, Ice, Wind, Dark",8096,566,566,79,61,54,194,172,289,250,225
20347,D_Enemy_Desert_DsT1_P006_02,Tavern Maid,60,8,"Dagger, Bow, Ice, Wind, Dark",12886,710,710,125,75,66,255,258,371,750,300
20166,D_Enemy_Desert_DsT1_P007_01,Young Madam,42,5,"Sword, Tome, Ice, Lightning, Light",6103,536,536,75,53,47,190,193,278,213,210
20167,D_Enemy_Desert_DsT1_P007_02,Middle-aged Man,42,7,"Spear, Axe, Fire, Wind, Dark",6935,536,536,75,61,54,194,172,289,250,225
20168,D_Enemy_Desert_DsT1_P008_01,Mercenary,42,6,"Dagger, Staff, Tome, Ice, Light",6154,546,546,75,58,51,186,165,278,213,210
20169,D_Enemy_Desert_DsT1_P008_02,Mercenary,42,6,"Axe, Bow, Fan, Lightning, Dark",6137,536,536,75,53,47,190,193,278,213,210
20170,D_Enemy_Desert_DsT1_P008_03,Mercenary,42,6,"Axe, Bow, Fan, Lightning, Dark",6137,536,536,75,53,47,190,193,278,213,210
20208,D_Enemy_Desert_DsT11_P009,Sandcat' Dancer,85,14,"Axe, Ice",133900,1299,1299,166,98,91,260,255,367,1375,425
20152,D_Enemy_River_RvT1_P002_01,Villager,49,7,"Spear, Dagger, Staff, Ice, Wind",9325,598,598,92,69,61,207,195,312,300,245
20153,D_Enemy_River_RvT1_P002_02,Villager,49,7,"Sword, Bow, Tome, Lightning, Light",9325,598,598,92,69,61,207,195,312,300,245
20154,D_Enemy_River_RvT1_P002_03,Villager,49,7,"Dagger, Staff, Fan, Lightning, Light",9400,586,586,92,76,69,197,207,312,300,245
20155,D_Enemy_River_RvT1_P003_01,Zeph,45,7,"Sword, Bow, Fire",7068,544,544,79,70,63,183,192,289,250,225
20156,D_Enemy_River_RvT1_P003_02,Gertas,34,5,"Spear, Dagger, Bow, Lightning",4706,475,475,63,57,51,157,164,250,150,175
20234,D_Enemy_River_RvT1_P003_01_2,Zeph,60,8,"Sword, Bow, Fire",31842,696,696,125,92,83,236,247,371,750,300
20235,D_Enemy_River_RvT1_P003_02_2,Gertas,44,6,"Spear, Dagger, Bow, Lightning",8130,536,536,75,53,47,190,193,278,250,225
20157,D_Enemy_River_RvT1_P004,Reflective Grandma,85,14,"Tome, Wind",133900,1312,1312,166,103,96,255,221,367,1375,425
20158,D_Enemy_River_RvT1_P005_01,Sentry,40,5,"Dagger, Axe, Tome, Ice, Dark",6120,530,530,71,55,49,180,159,270,200,200
20159,D_Enemy_River_RvT1_P005_02,Fisherman,40,5,"Sword, Dagger, Bow, Lightning",6188,520,520,71,57,51,178,168,270,200,200
20160,D_Enemy_River_RvT1_P005_03,Sentry,40,5,"Dagger, Axe, Tome, Ice, Dark",6103,520,520,71,51,45,184,186,270,200,200
20236,D_Enemy_River_RvT1_P005_01_2,Sentry,55,8,"Dagger, Axe, Tome, Ice, Dark",11749,666,666,113,77,69,231,217,347,500,275
20237,D_Enemy_River_RvT1_P005_02_2,Fisherman,55,8,"Sword, Dagger, Bow, Lightning",11749,666,666,113,77,69,231,217,347,500,275
20238,D_Enemy_River_RvT1_P005_03_2,Sentry,55,8,"Dagger, Axe, Tome, Ice, Dark",11749,666,666,113,77,69,231,217,347,500,275
20192,D_Enemy_Clif_ClT11_P002_01,Soldier,27,4,"Dagger, Axe, Staff, Lightning, Dark",3195,331,331,54,47,42,136,138,224,75,135
20193,D_Enemy_Clif_ClT11_P002_02,Novice Soldier,27,4,"Axe, Bow, Tome, Wind, Dark",3195,331,331,54,47,42,136,138,224,75,135
20194,D_Enemy_Clif_ClT11_P002_03,Novice Soldier,27,4,"Axe, Bow, Tome, Wind, Dark",3195,331,331,54,47,42,136,138,224,75,135
20353,D_Enemy_Clif_ClT11_P002_01_02,Soldier,55,8,"Dagger, Axe, Staff, Lightning, Dark",11625,679,679,113,74,66,233,207,347,500,275
20354,D_Enemy_Clif_ClT11_P002_02_02,Novice Soldier,55,8,"Axe, Bow, Tome, Wind, Dark",11594,666,666,113,69,61,239,241,347,500,275
20355,D_Enemy_Clif_ClT11_P002_03_02,Novice Soldier,55,8,"Axe, Bow, Tome, Wind, Dark",11594,666,666,113,69,61,239,241,347,500,275
20195,D_Enemy_Clif_ClT11_P003_01,Townsperson,25,4,"Spear, Dagger, Staff, Fire, Lightning",2982,258,258,49,37,32,140,123,197,40,125
20196,D_Enemy_Clif_ClT11_P003_02,Townsperson,25,4,"Sword, Axe, Tome, Fire, Light",2982,258,258,49,37,32,140,123,197,40,125
20197,D_Enemy_Clif_ClT11_P003_03,Townsperson,25,4,"Dagger, Staff, Fan, Fire, Wind",2982,258,258,49,37,32,140,123,197,40,125
20198,D_Enemy_Clif_ClT11_P004_01,Pauper,23,3,"Axe, Bow, Staff, Ice, Light",2160,230,230,44,42,37,125,129,188,40,115
20199,D_Enemy_Clif_ClT11_P004_02,Pauper,23,3,"Dagger, Bow, Tome, Fire, Light",2115,247,247,44,35,30,134,117,188,40,115
20200,D_Enemy_Clif_ClT11_P004_03,Pauper,23,3,"Dagger, Bow, Tome, Fire, Light",2115,247,247,44,35,30,134,117,188,40,115
20201,D_Enemy_Clif_ClT11_P005_01,Young Woman,30,4,"Sword, Staff, Fan, Lightning, Light",2429,362,362,57,43,38,152,128,233,100,150
20202,D_Enemy_Clif_ClT11_P005_02,Young Man,30,4,"Spear, Bow, Tome, Ice, Dark",2429,362,362,57,43,38,152,128,233,100,150
20203,D_Enemy_Clif_ClT11_P006,Punching Bag,35,5,"Dagger, Axe, Staff, Tome, Fan",12844,368,368,63,57,51,155,157,250,150,175
20204,D_Enemy_Clif_ClT11_P007,Powerful Pauper,85,14,"Sword, Lightning",133900,1299,1299,166,98,91,260,255,367,1375,425
20220,D_Enemy_Clif_ClT11_P008_01,Merchant,24,4,"Sword, Fan, Fire, Ice",3052,298,298,44,43,38,125,127,206,40,120
20221,D_Enemy_Clif_ClT11_P008_02,Merchant,24,4,"Sword, Dagger, Tome, Lightning, Light",3052,298,298,44,43,38,125,127,206,40,120
20222,D_Enemy_Clif_ClT11_P008_03,Merchant,24,4,"Sword, Dagger, Tome, Lightning, Light",3052,298,298,44,43,38,125,127,206,40,120
20223,D_Enemy_Clif_ClT11_P009,Townsperson,27,4,"Spear, Axe, Bow, Fire, Wind",6839,340,340,54,42,36,143,129,224,75,135
20224,D_Enemy_Clif_ClT11_P010_01,Scholar,30,4,"Sword, Dagger, Staff, Wind, Dark",6820,353,353,57,45,40,150,136,233,100,150
20225,D_Enemy_Clif_ClT11_P010_02,Scholar,30,4,"Spear, Bow, Fan, Ice, Light",6820,353,353,57,45,40,150,136,233,100,150
20226,D_Enemy_Clif_ClT11_P010_01_2,Scholar,55,8,"Sword, Dagger, Staff, Wind, Dark",11749,666,666,113,77,69,231,217,347,500,275
20227,D_Enemy_Clif_ClT11_P010_02_2,Scholar,55,8,"Spear, Bow, Fan, Ice, Light",11749,666,666,113,77,69,231,217,347,500,275
